Date,Open,High,Low,Close,Volume
2024-01-01 00:55:00+00:00,2295.17,2295.62,2294.93,2295.61,57.9214
2024-01-01 00:56:00+00:00,2295.62,2296.6,2295.61,2296.59,95.8441
2024-01-01 00:57:00+00:00,2296.6,2297.18,2296.4,2297.13,89.4801
2024-01-01 00:58:00+00:00,2297.13,2297.13,2295.68,2296.19,295.3754
2024-01-01 00:59:00+00:00,2296.18,2296.19,2295.51,2295.51,71.4649
2024-01-01 01:00:00+00:00,2295.52,2295.52,2294.28,2294.29,109.659
2024-01-01 01:01:00+00:00,2294.28,2294.29,2293.6,2293.6,105.8993
2024-01-01 01:02:00+00:00,2293.61,2295.12,2292.9,2295.11,268.6769
2024-01-01 01:03:00+00:00,2295.12,2295.22,2294.0,2294.1,70.0208
2024-01-01 01:04:00+00:00,2294.1,2294.27,2293.71,2293.72,38.0382
2024-01-01 01:05:00+00:00,2293.71,2294.03,2293.48,2294.02,41.9836
2024-01-01 01:06:00+00:00,2294.03,2294.83,2293.49,2294.82,92.0341
2024-01-01 01:07:00+00:00,2294.83,2294.83,2294.6,2294.73,50.6633
2024-01-01 01:08:00+00:00,2294.74,2294.74,2294.56,2294.57,31.0658
2024-01-01 01:09:00+00:00,2294.57,2294.57,2294.24,2294.48,52.098
2024-01-01 01:10:00+00:00,2294.47,2295.22,2294.47,2294.67,63.8653
2024-01-01 01:11:00+00:00,2294.66,2294.67,2293.74,2293.74,136.6009
2024-01-01 01:12:00+00:00,2293.75,2295.72,2293.74,2295.72,108.5371
2024-01-01 01:13:00+00:00,2295.71,2297.4,2295.71,2297.39,149.9237
2024-01-01 01:14:00+00:00,2297.39,2297.4,2296.59,2296.59,93.1393
2024-01-01 01:15:00+00:00,2296.59,2297.55,2296.59,2297.54,91.9087
2024-01-01 01:16:00+00:00,2297.55,2298.65,2297.54,2298.63,64.1332
2024-01-01 01:17:00+00:00,2298.63,2298.64,2298.04,2298.54,149.4604
2024-01-01 01:18:00+00:00,2298.54,2299.13,2298.44,2298.44,243.6124
2024-01-01 01:19:00+00:00,2298.44,2298.67,2297.65,2298.67,187.7536
2024-01-01 01:20:00+00:00,2298.67,2298.74,2298.39,2298.39,57.1744
2024-01-01 01:21:00+00:00,2298.4,2299.2,2297.73,2297.81,208.4574
2024-01-01 01:22:00+00:00,2297.82,2297.99,2297.81,2297.98,31.2285
2024-01-01 01:23:00+00:00,2297.99,2297.99,2297.68,2297.69,38.7246
2024-01-01 01:24:00+00:00,2297.68,2297.96,2297.68,2297.74,38.664
2024-01-01 01:25:00+00:00,2297.75,2298.73,2297.74,2298.73,64.542
2024-01-01 01:26:00+00:00,2298.73,2299.99,2298.12,2299.85,171.6354
2024-01-01 01:27:00+00:00,2299.85,2300.22,2299.67,2300.06,194.032
2024-01-01 01:28:00+00:00,2300.07,2300.32,2299.59,2299.59,94.3035
2024-01-01 01:29:00+00:00,2299.6,2299.6,2299.11,2299.11,33.4431
2024-01-01 01:30:00+00:00,2299.12,2300.23,2299.11,2300.13,73.6857
2024-01-01 01:31:00+00:00,2300.13,2300.95,2300.05,2300.95,85.6932
2024-01-01 01:32:00+00:00,2300.94,2301.54,2300.94,2301.24,200.7768
2024-01-01 01:33:00+00:00,2301.25,2301.55,2300.94,2301.54,148.1779
2024-01-01 01:34:00+00:00,2301.54,2302.0,2300.68,2300.69,193.7603
2024-01-01 01:35:00+00:00,2300.68,2302.4,2300.68,2302.28,428.1666
2024-01-01 01:36:00+00:00,2302.29,2305.3,2302.28,2305.3,537.6201
2024-01-01 01:37:00+00:00,2305.29,2306.45,2304.13,2305.19,338.0602
2024-01-01 01:38:00+00:00,2305.19,2306.2,2304.29,2305.59,477.4414
2024-01-01 01:39:00+00:00,2305.59,2305.6,2303.76,2304.19,140.5736
2024-01-01 01:40:00+00:00,2304.19,2304.7,2303.79,2303.79,143.3758
2024-01-01 01:41:00+00:00,2303.8,2304.4,2302.29,2303.26,199.4203
2024-01-01 01:42:00+00:00,2303.25,2303.26,2302.58,2302.58,94.8876
2024-01-01 01:43:00+00:00,2302.59,2302.63,2302.33,2302.63,40.8534
2024-01-01 01:44:00+00:00,2302.63,2303.27,2302.62,2303.27,104.6708
2024-01-01 01:45:00+00:00,2303.26,2305.4,2303.26,2304.81,206.633
2024-01-01 01:46:00+00:00,2304.82,2306.6,2304.81,2306.23,218.8172
2024-01-01 01:47:00+00:00,2306.22,2306.23,2304.82,2304.83,35.4979
2024-01-01 01:48:00+00:00,2304.82,2305.8,2304.41,2305.05,78.8151
2024-01-01 01:49:00+00:00,2305.05,2306.35,2304.96,2305.48,186.5551
2024-01-01 01:50:00+00:00,2305.49,2305.63,2305.0,2305.16,314.5124
2024-01-01 01:51:00+00:00,2305.16,2305.23,2305.0,2305.23,139.0944
2024-01-01 01:52:00+00:00,2305.22,2305.26,2305.01,2305.01,187.3042
2024-01-01 01:53:00+00:00,2305.02,2305.02,2304.96,2304.96,283.8177
2024-01-01 01:54:00+00:00,2304.96,2304.97,2304.96,2304.97,26.8244
2024-01-01 01:55:00+00:00,2304.97,2304.97,2303.52,2304.4,197.6962
2024-01-01 01:56:00+00:00,2304.39,2304.78,2304.1,2304.1,88.4065
2024-01-01 01:57:00+00:00,2304.1,2304.11,2303.52,2303.59,44.393
2024-01-01 01:58:00+00:00,2303.6,2303.82,2303.59,2303.81,36.03
2024-01-01 01:59:00+00:00,2303.82,2304.0,2303.72,2303.72,80.5867
2024-01-01 02:00:00+00:00,2303.72,2304.72,2303.4,2303.4,93.4069
2024-01-01 02:01:00+00:00,2303.41,2303.41,2302.34,2302.35,112.0125
2024-01-01 02:02:00+00:00,2302.34,2302.35,2301.2,2301.2,191.2238
2024-01-01 02:03:00+00:00,2301.2,2301.21,2300.55,2300.59,124.8315
2024-01-01 02:04:00+00:00,2300.59,2300.6,2297.82,2298.23,203.9388
2024-01-01 02:05:00+00:00,2298.23,2299.3,2298.09,2299.3,171.8068
2024-01-01 02:06:00+00:00,2299.29,2299.54,2298.49,2299.03,90.8221
2024-01-01 02:07:00+00:00,2299.03,2299.6,2298.71,2298.71,94.8327
2024-01-01 02:08:00+00:00,2298.71,2299.59,2298.71,2299.26,78.2702
2024-01-01 02:09:00+00:00,2299.26,2299.26,2298.29,2298.29,50.9752
2024-01-01 02:10:00+00:00,2298.29,2298.43,2298.15,2298.42,74.6288
2024-01-01 02:11:00+00:00,2298.43,2299.4,2298.42,2299.39,52.1342
2024-01-01 02:12:00+00:00,2299.39,2299.4,2298.92,2299.18,225.0706
2024-01-01 02:13:00+00:00,2299.19,2299.19,2299.18,2299.19,60.207
2024-01-01 02:14:00+00:00,2299.18,2299.19,2298.06,2299.02,199.5806
2024-01-01 02:15:00+00:00,2299.02,2299.02,2299.01,2299.02,47.4506
2024-01-01 02:16:00+00:00,2299.01,2299.02,2299.01,2299.02,39.4433
2024-01-01 02:17:00+00:00,2299.02,2299.02,2295.58,2295.85,357.526
2024-01-01 02:18:00+00:00,2295.85,2296.34,2295.68,2296.3,80.571
2024-01-01 02:19:00+00:00,2296.31,2297.3,2296.3,2297.29,77.4251
2024-01-01 02:20:00+00:00,2297.3,2298.17,2297.09,2298.16,64.27
2024-01-01 02:21:00+00:00,2298.16,2298.17,2298.16,2298.17,34.3652
2024-01-01 02:22:00+00:00,2298.17,2298.7,2297.51,2298.7,145.7358
2024-01-01 02:23:00+00:00,2298.69,2298.7,2297.4,2297.4,135.8573
2024-01-01 02:24:00+00:00,2297.4,2297.41,2296.36,2296.36,21.2303
2024-01-01 02:25:00+00:00,2296.37,2296.67,2296.34,2296.35,39.6891
2024-01-01 02:26:00+00:00,2296.35,2296.82,2296.34,2296.81,46.9131
2024-01-01 02:27:00+00:00,2296.81,2296.82,2296.81,2296.82,9.5169
2024-01-01 02:28:00+00:00,2296.81,2296.82,2296.73,2296.74,51.9046
2024-01-01 02:29:00+00:00,2296.74,2296.74,2296.73,2296.74,11.1021
2024-01-01 02:30:00+00:00,2296.73,2297.6,2296.27,2297.58,173.3708
2024-01-01 02:31:00+00:00,2297.59,2297.94,2297.58,2297.93,44.7735
2024-01-01 02:32:00+00:00,2297.93,2297.96,2297.93,2297.96,24.0854
2024-01-01 02:33:00+00:00,2297.96,2297.96,2297.32,2297.33,48.0246
2024-01-01 02:34:00+00:00,2297.32,2298.12,2297.31,2298.11,134.0967
2024-01-01 02:35:00+00:00,2298.11,2298.59,2298.11,2298.59,43.0777
2024-01-01 02:36:00+00:00,2298.59,2298.59,2298.09,2298.39,61.5517
2024-01-01 02:37:00+00:00,2298.38,2298.61,2297.13,2298.6,242.9589
2024-01-01 02:38:00+00:00,2298.6,2299.46,2298.59,2299.46,183.7027
2024-01-01 02:39:00+00:00,2299.45,2299.46,2298.08,2298.12,151.6045
2024-01-01 02:40:00+00:00,2298.13,2298.13,2297.04,2297.05,25.1425
2024-01-01 02:41:00+00:00,2297.05,2297.05,2295.0,2295.0,138.4521
2024-01-01 02:42:00+00:00,2295.01,2295.39,2294.64,2294.65,91.9961
2024-01-01 02:43:00+00:00,2294.65,2294.65,2294.54,2294.54,7.8814
2024-01-01 02:44:00+00:00,2294.55,2294.55,2294.54,2294.54,32.9277
2024-01-01 02:45:00+00:00,2294.55,2294.55,2294.29,2294.29,25.7284
2024-01-01 02:46:00+00:00,2294.3,2295.21,2294.06,2294.06,285.39
2024-01-01 02:47:00+00:00,2294.07,2294.14,2293.75,2293.76,95.2693
2024-01-01 02:48:00+00:00,2293.75,2293.76,2293.53,2293.54,40.5729
2024-01-01 02:49:00+00:00,2293.53,2293.54,2291.64,2291.7,145.2638
2024-01-01 02:50:00+00:00,2291.7,2292.65,2291.2,2292.65,123.5211
2024-01-01 02:51:00+00:00,2292.65,2295.31,2292.64,2295.3,83.9619
2024-01-01 02:52:00+00:00,2295.31,2295.33,2294.76,2294.76,134.3982
2024-01-01 02:53:00+00:00,2294.76,2294.77,2294.0,2294.67,92.9131
2024-01-01 02:54:00+00:00,2294.67,2294.67,2294.07,2294.51,106.9665
2024-01-01 02:55:00+00:00,2294.5,2294.51,2294.14,2294.44,24.723
2024-01-01 02:56:00+00:00,2294.44,2294.44,2293.96,2293.96,55.3096
2024-01-01 02:57:00+00:00,2293.97,2294.22,2293.83,2294.2,59.6402
2024-01-01 02:58:00+00:00,2294.2,2294.2,2293.3,2293.31,46.1443
2024-01-01 02:59:00+00:00,2293.3,2293.31,2293.01,2293.02,98.0626
2024-01-01 03:00:00+00:00,2293.03,2293.03,2293.02,2293.03,21.7942
2024-01-01 03:01:00+00:00,2293.02,2293.25,2292.24,2293.14,232.8449
2024-01-01 03:02:00+00:00,2293.14,2294.27,2292.5,2294.26,69.3903
2024-01-01 03:03:00+00:00,2294.27,2294.27,2294.26,2294.27,19.7749
2024-01-01 03:04:00+00:00,2294.26,2294.27,2292.44,2292.44,103.1497
2024-01-01 03:05:00+00:00,2292.45,2292.45,2291.7,2292.43,92.6524
2024-01-01 03:06:00+00:00,2292.44,2293.6,2292.43,2293.44,45.5534
2024-01-01 03:07:00+00:00,2293.44,2294.5,2293.04,2294.49,213.7481
2024-01-01 03:08:00+00:00,2294.5,2294.5,2292.15,2292.15,124.8731
2024-01-01 03:09:00+00:00,2292.16,2292.16,2290.64,2290.64,333.52
2024-01-01 03:10:00+00:00,2290.65,2290.65,2290.35,2290.65,45.7655
2024-01-01 03:11:00+00:00,2290.64,2291.39,2290.64,2291.38,45.1401
2024-01-01 03:12:00+00:00,2291.39,2291.44,2290.53,2291.43,59.2699
2024-01-01 03:13:00+00:00,2291.44,2291.53,2290.28,2290.29,49.3512
2024-01-01 03:14:00+00:00,2290.28,2290.29,2289.0,2289.04,1058.3838
2024-01-01 03:15:00+00:00,2289.04,2289.05,2286.7,2287.07,238.7512
2024-01-01 03:16:00+00:00,2287.07,2287.08,2286.25,2286.86,93.2767
2024-01-01 03:17:00+00:00,2286.86,2286.87,2285.2,2285.2,92.1284
2024-01-01 03:18:00+00:00,2285.2,2285.59,2284.64,2284.91,122.989
2024-01-01 03:19:00+00:00,2284.91,2285.35,2284.69,2285.06,257.1694
2024-01-01 03:20:00+00:00,2285.05,2285.54,2284.79,2284.81,155.4548
2024-01-01 03:21:00+00:00,2284.81,2285.83,2284.3,2285.82,109.0926
2024-01-01 03:22:00+00:00,2285.83,2286.63,2284.54,2284.54,180.5482
2024-01-01 03:23:00+00:00,2284.54,2284.55,2282.55,2282.55,232.4044
2024-01-01 03:24:00+00:00,2282.55,2283.55,2282.55,2282.95,148.117
2024-01-01 03:25:00+00:00,2282.95,2283.94,2282.95,2283.55,89.4478
2024-01-01 03:26:00+00:00,2283.56,2283.56,2281.87,2282.34,84.4319
2024-01-01 03:27:00+00:00,2282.34,2282.43,2281.87,2282.0,54.9095
2024-01-01 03:28:00+00:00,2282.0,2282.01,2281.66,2281.77,212.858
2024-01-01 03:29:00+00:00,2281.76,2282.37,2281.0,2282.37,181.3985
2024-01-01 03:30:00+00:00,2282.37,2283.8,2282.36,2283.78,128.3455
2024-01-01 03:31:00+00:00,2283.78,2283.78,2281.96,2283.0,115.8021
2024-01-01 03:32:00+00:00,2283.0,2283.0,2282.28,2282.55,72.2148
2024-01-01 03:33:00+00:00,2282.56,2282.56,2280.36,2280.99,316.0063
2024-01-01 03:34:00+00:00,2280.99,2281.0,2280.84,2280.85,20.1199
2024-01-01 03:35:00+00:00,2280.85,2282.99,2280.3,2282.99,406.2695
2024-01-01 03:36:00+00:00,2282.99,2283.54,2282.21,2283.54,86.6658
2024-01-01 03:37:00+00:00,2283.53,2283.54,2282.92,2283.01,184.5244
2024-01-01 03:38:00+00:00,2283.01,2283.01,2280.8,2280.8,133.1089
2024-01-01 03:39:00+00:00,2280.81,2280.81,2280.2,2280.21,45.4902
2024-01-01 03:40:00+00:00,2280.2,2280.21,2278.62,2278.63,340.1311
2024-01-01 03:41:00+00:00,2278.62,2278.63,2277.0,2277.35,195.506
2024-01-01 03:42:00+00:00,2277.36,2277.36,2276.36,2276.5,341.406
2024-01-01 03:43:00+00:00,2276.5,2276.5,2273.24,2274.23,645.7415
2024-01-01 03:44:00+00:00,2273.83,2276.98,2273.82,2276.29,253.5574
2024-01-01 03:45:00+00:00,2276.29,2276.3,2273.14,2273.14,300.4476
2024-01-01 03:46:00+00:00,2273.15,2273.46,2271.0,2273.27,549.124
2024-01-01 03:47:00+00:00,2273.27,2275.34,2273.26,2274.63,143.0204
2024-01-01 03:48:00+00:00,2274.63,2275.39,2274.38,2275.3,120.7003
2024-01-01 03:49:00+00:00,2275.3,2277.58,2275.29,2277.46,172.8196
2024-01-01 03:50:00+00:00,2277.46,2277.56,2275.61,2275.62,205.662
2024-01-01 03:51:00+00:00,2275.61,2275.62,2273.96,2274.89,257.5391
2024-01-01 03:52:00+00:00,2274.89,2275.4,2274.61,2274.62,38.4516
2024-01-01 03:53:00+00:00,2274.61,2274.62,2271.91,2271.92,92.7223
2024-01-01 03:54:00+00:00,2271.92,2272.9,2271.63,2272.9,98.3258
2024-01-01 03:55:00+00:00,2272.9,2274.84,2271.75,2274.84,185.5437
2024-01-01 03:56:00+00:00,2274.84,2276.33,2274.83,2275.54,149.9912
2024-01-01 03:57:00+00:00,2275.54,2275.96,2274.66,2274.66,118.7654
2024-01-01 03:58:00+00:00,2274.67,2274.67,2272.89,2273.41,101.3407
2024-01-01 03:59:00+00:00,2273.41,2274.12,2273.09,2273.81,158.204
2024-01-01 04:00:00+00:00,2273.8,2274.27,2272.2,2274.03,195.5032
2024-01-01 04:01:00+00:00,2274.03,2275.31,2273.89,2275.3,56.1587
2024-01-01 04:02:00+00:00,2275.31,2276.52,2275.3,2276.34,128.8708
2024-01-01 04:03:00+00:00,2276.34,2277.69,2276.33,2276.92,348.2032
2024-01-01 04:04:00+00:00,2276.92,2277.49,2276.92,2277.49,45.8668
2024-01-01 04:05:00+00:00,2277.48,2278.57,2277.48,2278.57,122.2742
2024-01-01 04:06:00+00:00,2278.56,2278.8,2278.56,2278.58,49.0776
2024-01-01 04:07:00+00:00,2278.58,2278.58,2278.18,2278.19,129.3542
2024-01-01 04:08:00+00:00,2278.18,2278.19,2277.61,2277.98,53.5425
2024-01-01 04:09:00+00:00,2277.99,2278.17,2277.49,2277.5,80.4102
2024-01-01 04:10:00+00:00,2277.49,2277.95,2277.27,2277.27,109.2163
2024-01-01 04:11:00+00:00,2277.28,2277.28,2276.24,2276.62,91.9509
2024-01-01 04:12:00+00:00,2276.62,2277.63,2276.07,2276.08,55.5262
2024-01-01 04:13:00+00:00,2276.08,2276.08,2272.4,2273.32,467.9734
2024-01-01 04:14:00+00:00,2273.31,2274.12,2271.77,2274.08,396.51
2024-01-01 04:15:00+00:00,2274.09,2274.53,2272.0,2272.01,150.459
2024-01-01 04:16:00+00:00,2272.01,2272.8,2271.24,2272.4,197.1777
2024-01-01 04:17:00+00:00,2272.4,2273.06,2271.01,2271.01,84.3639
2024-01-01 04:18:00+00:00,2271.01,2271.02,2270.0,2270.42,291.4468
2024-01-01 04:19:00+00:00,2270.41,2271.29,2270.04,2270.13,121.6389
2024-01-01 04:20:00+00:00,2270.13,2270.14,2266.69,2267.21,556.6504
2024-01-01 04:21:00+00:00,2267.2,2268.29,2265.24,2267.59,274.2506
2024-01-01 04:22:00+00:00,2267.59,2269.11,2267.04,2268.51,355.0579
2024-01-01 04:23:00+00:00,2268.51,2271.33,2268.51,2271.32,210.236
2024-01-01 04:24:00+00:00,2271.32,2273.48,2271.32,2272.88,280.7866
2024-01-01 04:25:00+00:00,2272.88,2272.88,2270.83,2271.51,174.7073
2024-01-01 04:26:00+00:00,2271.52,2271.52,2270.38,2271.36,108.847
2024-01-01 04:27:00+00:00,2271.36,2271.36,2270.4,2270.55,208.8873
2024-01-01 04:28:00+00:00,2270.55,2270.87,2270.42,2270.73,56.3248
2024-01-01 04:29:00+00:00,2270.74,2271.63,2270.72,2271.62,259.4912
2024-01-01 04:30:00+00:00,2271.62,2272.69,2271.34,2272.6,66.5543
2024-01-01 04:31:00+00:00,2272.6,2272.79,2271.37,2272.5,201.4576
2024-01-01 04:32:00+00:00,2272.5,2272.93,2271.84,2272.9,168.2643
2024-01-01 04:33:00+00:00,2272.91,2274.42,2272.9,2274.41,90.8873
2024-01-01 04:34:00+00:00,2274.42,2274.5,2274.04,2274.24,44.3555
2024-01-01 04:35:00+00:00,2274.23,2275.2,2274.23,2275.05,203.3972
2024-01-01 04:36:00+00:00,2275.04,2275.39,2275.04,2275.39,62.5575
2024-01-01 04:37:00+00:00,2275.39,2275.39,2274.28,2274.29,102.5339
2024-01-01 04:38:00+00:00,2274.28,2274.7,2273.6,2273.94,143.0917
2024-01-01 04:39:00+00:00,2273.93,2275.0,2273.93,2275.0,50.3926
2024-01-01 04:40:00+00:00,2274.99,2275.83,2274.7,2275.83,189.8547
2024-01-01 04:41:00+00:00,2275.83,2276.11,2275.39,2275.91,51.5596
2024-01-01 04:42:00+00:00,2275.91,2275.91,2274.28,2274.82,163.6425
2024-01-01 04:43:00+00:00,2274.83,2274.83,2272.79,2272.98,116.2361
2024-01-01 04:44:00+00:00,2272.98,2274.41,2272.98,2274.41,68.9269
2024-01-01 04:45:00+00:00,2274.4,2274.67,2272.56,2273.85,149.0233
2024-01-01 04:46:00+00:00,2273.85,2275.88,2273.85,2274.41,102.9771
2024-01-01 04:47:00+00:00,2274.42,2275.6,2274.41,2275.6,46.7337
2024-01-01 04:48:00+00:00,2275.59,2276.34,2275.25,2276.34,60.3504
2024-01-01 04:49:00+00:00,2276.33,2276.36,2275.01,2276.27,80.6094
2024-01-01 04:50:00+00:00,2276.28,2276.84,2276.01,2276.09,180.8672
2024-01-01 04:51:00+00:00,2276.09,2276.49,2275.24,2276.48,237.6459
2024-01-01 04:52:00+00:00,2276.48,2277.67,2276.48,2277.66,284.0437
2024-01-01 04:53:00+00:00,2277.67,2277.74,2277.58,2277.58,26.7354
2024-01-01 04:54:00+00:00,2277.59,2277.83,2277.04,2277.83,410.0634
2024-01-01 04:55:00+00:00,2277.83,2277.83,2277.34,2277.35,100.7172
2024-01-01 04:56:00+00:00,2277.35,2277.66,2277.35,2277.47,81.1298
2024-01-01 04:57:00+00:00,2277.47,2277.8,2277.46,2277.79,75.8165
2024-01-01 04:58:00+00:00,2277.8,2279.15,2277.79,2279.15,318.8785
2024-01-01 04:59:00+00:00,2279.14,2279.86,2279.14,2279.55,141.5094
2024-01-01 05:00:00+00:00,2279.54,2282.19,2279.0,2281.39,990.8586
2024-01-01 05:01:00+00:00,2281.39,2281.71,2278.94,2279.09,308.3598
2024-01-01 05:02:00+00:00,2279.08,2279.09,2277.99,2278.26,66.4768
2024-01-01 05:03:00+00:00,2278.26,2278.26,2276.39,2276.4,85.4259
2024-01-01 05:04:00+00:00,2276.39,2276.47,2276.29,2276.47,55.0986
2024-01-01 05:05:00+00:00,2276.47,2279.09,2276.46,2279.09,88.6104
2024-01-01 05:06:00+00:00,2279.09,2279.58,2279.07,2279.09,106.8625
2024-01-01 05:07:00+00:00,2279.1,2279.55,2278.6,2279.54,38.1148
2024-01-01 05:08:00+00:00,2279.55,2279.83,2279.1,2279.82,96.6444
2024-01-01 05:09:00+00:00,2279.82,2279.87,2279.24,2279.78,58.4478
2024-01-01 05:10:00+00:00,2279.79,2280.59,2279.78,2280.59,70.2281
2024-01-01 05:11:00+00:00,2280.59,2281.8,2280.58,2281.16,120.4495
2024-01-01 05:12:00+00:00,2281.16,2281.37,2280.75,2281.36,67.2385
2024-01-01 05:13:00+00:00,2281.36,2281.37,2281.36,2281.37,32.0372
2024-01-01 05:14:00+00:00,2281.36,2283.19,2281.36,2283.19,224.9888
2024-01-01 05:15:00+00:00,2283.19,2283.36,2282.21,2282.8,170.4513
2024-01-01 05:16:00+00:00,2282.8,2282.81,2280.74,2281.16,139.5464
2024-01-01 05:17:00+00:00,2281.16,2281.4,2281.14,2281.39,69.2031
2024-01-01 05:18:00+00:00,2281.4,2281.43,2281.16,2281.42,60.9564
2024-01-01 05:19:00+00:00,2281.43,2281.93,2281.42,2281.93,129.708
2024-01-01 05:20:00+00:00,2281.92,2282.23,2281.8,2281.81,103.0376
2024-01-01 05:21:00+00:00,2281.81,2281.81,2280.78,2280.79,74.2996
2024-01-01 05:22:00+00:00,2280.79,2281.39,2280.78,2280.89,160.8261
2024-01-01 05:23:00+00:00,2280.88,2280.89,2280.2,2280.6,105.1907
2024-01-01 05:24:00+00:00,2280.6,2280.6,2279.81,2279.81,100.1068
2024-01-01 05:25:00+00:00,2279.82,2279.82,2279.03,2279.03,31.0562
2024-01-01 05:26:00+00:00,2279.04,2279.04,2278.59,2278.93,118.6144
2024-01-01 05:27:00+00:00,2278.94,2278.94,2277.39,2277.4,98.7133
2024-01-01 05:28:00+00:00,2277.4,2278.52,2277.05,2278.28,99.3504
2024-01-01 05:29:00+00:00,2278.28,2278.71,2278.28,2278.55,48.2905
2024-01-01 05:30:00+00:00,2278.54,2279.2,2278.26,2279.19,116.2944
2024-01-01 05:31:00+00:00,2279.2,2280.32,2278.33,2278.99,217.1589
2024-01-01 05:32:00+00:00,2279.0,2279.92,2278.2,2278.51,134.7417
